Date,Time,Open,High,Low,Close,Volume,Class - Next Close,Class - Price UP,Class Pips Change,Class 10 Pip change,Class 25 pip change
2017.01.30,22:45,1.06947,1.06953,1.069,1.06943,1958,1.06974,TRUE,3.1,ranging,ranging
2017.01.30,23:00,1.06944,1.06991,1.06937,1.06974,1016,1.06994,TRUE,2,ranging,ranging
2017.01.30,23:15,1.06973,1.06994,1.06966,1.06994,389,1.06952,FALSE,-4.2,ranging,ranging
2017.01.30,23:30,1.06993,1.06993,1.0695,1.06952,397,1.06924,FALSE,-2.8,ranging,ranging
2017.01.30,23:45,1.06953,1.06967,1.06924,1.06924,886,1.0694,TRUE,1.6,ranging,ranging
2017.01.31,0:00,1.06921,1.0698,1.06914,1.0694,363,1.0698,TRUE,4,ranging,ranging
2017.01.31,0:15,1.06941,1.06989,1.06932,1.0698,521,1.07001,TRUE,2.1,ranging,ranging
2017.01.31,0:30,1.06979,1.07015,1.06944,1.07001,454,1.0701,TRUE,0.9,ranging,ranging
2017.01.31,0:45,1.07001,1.07023,1.06971,1.0701,653,1.0706,TRUE,5,ranging,ranging
2017.01.31,1:00,1.0701,1.07071,1.07006,1.0706,1678,1.07017,FALSE,-4.3,ranging,ranging
2017.01.31,1:15,1.07059,1.0706,1.07011,1.07017,958,1.07067,TRUE,5,ranging,ranging
2017.01.31,1:30,1.07018,1.07076,1.07014,1.07067,1145,1.07075,TRUE,0.8,ranging,ranging
2017.01.31,1:45,1.07067,1.07086,1.07056,1.07075,1321,1.07,FALSE,-7.5,ranging,ranging
2017.01.31,2:00,1.07076,1.07087,1.06996,1.07,1646,1.07001,TRUE,0.1,ranging,ranging
2017.01.31,2:15,1.07,1.07051,1.06984,1.07001,1893,1.07014,TRUE,1.3,ranging,ranging
2017.01.31,2:30,1.07001,1.07021,1.06976,1.07014,1477,1.06971,FALSE,-4.3,ranging,ranging
2017.01.31,2:45,1.07014,1.07023,1.0695,1.06971,1991,1.06967,FALSE,-0.4,ranging,ranging
2017.01.31,3:00,1.06971,1.06996,1.06957,1.06967,1867,1.0695,FALSE,-1.7,ranging,ranging
2017.01.31,3:15,1.06967,1.06986,1.0694,1.0695,1298,1.06949,FALSE,-0.1,ranging,ranging
2017.01.31,3:30,1.06951,1.06981,1.0694,1.06949,1918,1.0693,FALSE,-1.9,ranging,ranging
2017.01.31,3:45,1.06951,1.06967,1.06926,1.0693,1476,1.06918,FALSE,-1.2,ranging,ranging
2017.01.31,4:00,1.0693,1.06954,1.06912,1.06918,1699,1.06971,TRUE,5.3,ranging,ranging
2017.01.31,4:15,1.06919,1.07002,1.06908,1.06971,3461,1.06999,TRUE,2.8,ranging,ranging
2017.01.31,4:30,1.06971,1.07001,1.06937,1.06999,2054,1.07051,TRUE,5.2,ranging,ranging
2017.01.31,4:45,1.06999,1.07056,1.06966,1.07051,2396,1.07094,TRUE,4.3,ranging,ranging
2017.01.31,5:00,1.07051,1.07126,1.07039,1.07094,4417,1.06977,FALSE,-11.7,-10Pips,ranging
2017.01.31,5:15,1.07093,1.07119,1.06956,1.06977,4064,1.06978,TRUE,0.1,ranging,ranging
2017.01.31,5:30,1.06978,1.07008,1.06957,1.06978,2807,1.06979,TRUE,0.1,ranging,ranging
2017.01.31,5:45,1.06978,1.07002,1.06945,1.06979,2172,1.0701,TRUE,3.1,ranging,ranging
2017.01.31,6:00,1.06978,1.07019,1.06963,1.0701,1670,1.06991,FALSE,-1.9,ranging,ranging
2017.01.31,6:15,1.07009,1.07038,1.06988,1.06991,1512,1.06945,FALSE,-4.6,ranging,ranging
2017.01.31,6:30,1.06991,1.06992,1.06924,1.06945,1832,1.06961,TRUE,1.6,ranging,ranging
2017.01.31,6:45,1.06946,1.06966,1.06931,1.06961,1484,1.07007,TRUE,4.6,ranging,ranging
2017.01.31,7:00,1.06962,1.07014,1.0695,1.07007,1633,1.07012,TRUE,0.5,ranging,ranging
2017.01.31,7:15,1.07006,1.07031,1.06995,1.07012,1433,1.06995,FALSE,-1.7,ranging,ranging
2017.01.31,7:30,1.07012,1.07013,1.06987,1.06995,1037,1.06998,TRUE,0.3,ranging,ranging
2017.01.31,7:45,1.06997,1.07001,1.06966,1.06998,1550,1.07018,TRUE,2,ranging,ranging
2017.01.31,8:00,1.06997,1.07043,1.06995,1.07018,1622,1.07008,FALSE,-1,ranging,ranging
2017.01.31,8:15,1.07017,1.07022,1.06982,1.07008,1304,1.06977,FALSE,-3.1,ranging,ranging
2017.01.31,8:30,1.07007,1.07017,1.06971,1.06977,1263,1.06923,FALSE,-5.4,ranging,ranging
2017.01.31,8:45,1.06976,1.06991,1.06912,1.06923,1838,1.06927,TRUE,0.4,ranging,ranging
2017.01.31,9:00,1.06923,1.06943,1.06886,1.06927,3494,1.06912,FALSE,-1.5,ranging,ranging
2017.01.31,9:15,1.06927,1.06949,1.06877,1.06912,2448,1.06869,FALSE,-4.3,ranging,ranging
2017.01.31,9:30,1.06911,1.06929,1.06844,1.06869,2589,1.06996,TRUE,12.7,+10Pips,ranging
2017.01.31,9:45,1.06869,1.07005,1.06849,1.06996,3719,1.07101,TRUE,10.5,+10Pips,ranging
2017.01.31,10:00,1.06995,1.07173,1.06981,1.07101,8234,1.07211,TRUE,11,+10Pips,ranging
2017.01.31,10:15,1.07102,1.0725,1.07097,1.07211,4136,1.07116,FALSE,-9.5,ranging,ranging
2017.01.31,10:30,1.07213,1.07216,1.07104,1.07116,4215,1.06986,FALSE,-13,-10Pips,ranging
2017.01.31,10:45,1.07116,1.07116,1.0697,1.06986,3158,1.07012,TRUE,2.6,ranging,ranging
2017.01.31,11:00,1.06986,1.07044,1.06985,1.07012,3370,1.06939,FALSE,-7.3,ranging,ranging
2017.01.31,11:15,1.0701,1.07022,1.06909,1.06939,3179,1.07031,TRUE,9.2,ranging,ranging
2017.01.31,11:30,1.06941,1.07041,1.06922,1.07031,3484,1.07102,TRUE,7.1,ranging,ranging
2017.01.31,11:45,1.07032,1.07115,1.06961,1.07102,5379,1.071,FALSE,-0.2,ranging,ranging
2017.01.31,12:00,1.07101,1.07191,1.06997,1.071,5069,1.07117,TRUE,1.7,ranging,ranging
2017.01.31,12:15,1.071,1.07143,1.07049,1.07117,3726,1.07088,FALSE,-2.9,ranging,ranging
2017.01.31,12:30,1.07118,1.07146,1.07065,1.07088,3141,1.07011,FALSE,-7.7,ranging,ranging
2017.01.31,12:45,1.07087,1.07092,1.06999,1.07011,2847,1.07046,TRUE,3.5,ranging,ranging
2017.01.31,13:00,1.07011,1.07062,1.06992,1.07046,2407,1.07056,TRUE,1,ranging,ranging
2017.01.31,13:15,1.07047,1.07105,1.07026,1.07056,2643,1.07237,TRUE,18.1,+10Pips,ranging
2017.01.31,13:30,1.07055,1.07392,1.07047,1.07237,5406,1.07504,TRUE,26.7,+10Pips,+25Pips
2017.01.31,13:45,1.07237,1.07523,1.07214,1.07504,8807,1.0753,TRUE,2.6,ranging,ranging
2017.01.31,14:00,1.07504,1.07632,1.07498,1.0753,6069,1.07571,TRUE,4.1,ranging,ranging
2017.01.31,14:15,1.0753,1.07641,1.0749,1.07571,4666,1.07584,TRUE,1.3,ranging,ranging
2017.01.31,14:30,1.07571,1.0765,1.07551,1.07584,4777,1.07484,FALSE,-10,ranging,ranging
2017.01.31,14:45,1.07583,1.07622,1.07474,1.07484,4445,1.07546,TRUE,6.2,ranging,ranging
2017.01.31,15:00,1.07483,1.07595,1.07457,1.07546,4911,1.07522,FALSE,-2.4,ranging,ranging
2017.01.31,15:15,1.07547,1.07578,1.07455,1.07522,4243,1.07513,FALSE,-0.9,ranging,ranging
2017.01.31,15:30,1.07522,1.07632,1.07425,1.07513,6820,1.07553,TRUE,4,ranging,ranging
2017.01.31,15:45,1.07514,1.07603,1.07498,1.07553,3420,1.07503,FALSE,-5,ranging,ranging
2017.01.31,16:00,1.07553,1.07593,1.07486,1.07503,4619,1.07772,TRUE,26.9,+10Pips,+25Pips
2017.01.31,16:15,1.07501,1.07803,1.0749,1.07772,4776,1.07792,TRUE,2,ranging,ranging
2017.01.31,16:30,1.07772,1.07812,1.07673,1.07792,8079,1.07921,TRUE,12.9,+10Pips,ranging
2017.01.31,16:45,1.07793,1.07947,1.07712,1.07921,8302,1.0784,FALSE,-8.1,ranging,ranging
2017.01.31,17:00,1.07921,1.08014,1.07833,1.0784,8347,1.07886,TRUE,4.6,ranging,ranging
2017.01.31,17:15,1.07839,1.0794,1.07794,1.07886,5223,1.07938,TRUE,5.2,ranging,ranging
2017.01.31,17:30,1.07885,1.07969,1.07845,1.07938,5211,1.08072,TRUE,13.4,+10Pips,ranging
2017.01.31,17:45,1.07939,1.08093,1.07915,1.08072,5855,1.07919,FALSE,-15.3,-10Pips,ranging
2017.01.31,18:00,1.08072,1.08124,1.07916,1.07919,7813,1.07905,FALSE,-1.4,ranging,ranging
2017.01.31,18:15,1.07919,1.07951,1.07818,1.07905,6013,1.07918,TRUE,1.3,ranging,ranging
2017.01.31,18:30,1.07906,1.07978,1.07894,1.07918,3848,1.07931,TRUE,1.3,ranging,ranging
2017.01.31,18:45,1.07918,1.07951,1.07893,1.07931,2703,1.07901,FALSE,-3,ranging,ranging
2017.01.31,19:00,1.07931,1.07968,1.0787,1.07901,2458,1.07813,FALSE,-8.8,ranging,ranging
2017.01.31,19:15,1.07901,1.07907,1.07721,1.07813,3977,1.07785,FALSE,-2.8,ranging,ranging
2017.01.31,19:30,1.07812,1.07853,1.07785,1.07785,2506,1.07832,TRUE,4.7,ranging,ranging
2017.01.31,19:45,1.07788,1.07872,1.07776,1.07832,2859,1.0788,TRUE,4.8,ranging,ranging
2017.01.31,20:00,1.07833,1.07901,1.07825,1.0788,1966,1.07873,FALSE,-0.7,ranging,ranging
2017.01.31,20:15,1.07881,1.07889,1.07845,1.07873,1799,1.07874,TRUE,0.1,ranging,ranging
2017.01.31,20:30,1.07872,1.07924,1.07864,1.07874,1606,1.07928,TRUE,5.4,ranging,ranging
2017.01.31,20:45,1.07874,1.07956,1.07865,1.07928,2234,1.07995,TRUE,6.7,ranging,ranging
2017.01.31,21:00,1.07928,1.08001,1.07897,1.07995,1974,1.08035,TRUE,4,ranging,ranging
2017.01.31,21:15,1.07995,1.08072,1.07985,1.08035,1919,1.08016,FALSE,-1.9,ranging,ranging
2017.01.31,21:30,1.08035,1.08097,1.07999,1.08016,2152,1.08043,TRUE,2.7,ranging,ranging
2017.01.31,21:45,1.08018,1.08049,1.0796,1.08043,2695,1.07995,FALSE,-4.8,ranging,ranging
2017.01.31,22:00,1.08043,1.08045,1.07964,1.07995,2377,1.07895,FALSE,-10,ranging,ranging
2017.01.31,22:15,1.07995,1.08001,1.07864,1.07895,1886,1.07909,TRUE,1.4,ranging,ranging
2017.01.31,22:30,1.07895,1.07918,1.07878,1.07909,1534,1.0796,TRUE,5.1,ranging,ranging
2017.01.31,22:45,1.0791,1.0796,1.07901,1.0796,1803,1.07925,FALSE,-3.5,ranging,ranging
2017.01.31,23:00,1.0796,1.07961,1.07922,1.07925,924,1.07946,TRUE,2.1,ranging,ranging
2017.01.31,23:15,1.07925,1.07957,1.07925,1.07946,369,1.08001,TRUE,5.5,ranging,ranging
2017.01.31,23:30,1.07945,1.08001,1.07943,1.08001,994,1.07971,FALSE,-3,ranging,ranging
2017.01.31,23:45,1.07999,1.08,1.07939,1.07971,1162,1.07945,FALSE,-2.6,ranging,ranging
2017.02.01,0:00,1.07961,1.07968,1.07908,1.07945,132,1.07936,FALSE,-0.9,ranging,ranging
2017.02.01,0:15,1.07946,1.07974,1.07933,1.07936,513,1.07927,FALSE,-0.9,ranging,ranging
2017.02.01,0:30,1.07936,1.07941,1.07921,1.07927,484,1.07951,TRUE,2.4,ranging,ranging
2017.02.01,0:45,1.07926,1.07973,1.07902,1.07951,736,1.08006,TRUE,5.5,ranging,ranging
2017.02.01,1:00,1.07953,1.08041,1.07953,1.08006,1853,1.08011,TRUE,0.5,ranging,ranging
2017.02.01,1:15,1.08008,1.08026,1.07988,1.08011,576,1.08021,TRUE,1,ranging,ranging
2017.02.01,1:30,1.08012,1.08023,1.07993,1.08021,649,1.08008,FALSE,-1.3,ranging,ranging
2017.02.01,1:45,1.08025,1.08044,1.08005,1.08008,719,1.07982,FALSE,-2.6,ranging,ranging
2017.02.01,2:00,1.08007,1.08007,1.07956,1.07982,1445,1.07933,FALSE,-4.9,ranging,ranging
2017.02.01,2:15,1.07982,1.0799,1.07922,1.07933,1873,1.07898,FALSE,-3.5,ranging,ranging
2017.02.01,2:30,1.07933,1.07962,1.07895,1.07898,1864,1.07957,TRUE,5.9,ranging,ranging
2017.02.01,2:45,1.07899,1.07961,1.07895,1.07957,1674,1.07912,FALSE,-4.5,ranging,ranging
2017.02.01,3:00,1.07957,1.07963,1.07879,1.07912,1595,1.07911,FALSE,-0.1,ranging,ranging
2017.02.01,3:15,1.07913,1.07959,1.07909,1.07911,1660,1.07932,TRUE,2.1,ranging,ranging
2017.02.01,3:30,1.0791,1.07941,1.07908,1.07932,1692,1.07928,FALSE,-0.4,ranging,ranging
2017.02.01,3:45,1.07933,1.07943,1.07907,1.07928,1533,1.07901,FALSE,-2.7,ranging,ranging
2017.02.01,4:00,1.07928,1.07937,1.07892,1.07901,1815,1.07919,TRUE,1.8,ranging,ranging
2017.02.01,4:15,1.07902,1.07935,1.07901,1.07919,1549,1.07947,TRUE,2.8,ranging,ranging
2017.02.01,4:30,1.07919,1.07966,1.07918,1.07947,1603,1.07958,TRUE,1.1,ranging,ranging
2017.02.01,4:45,1.07947,1.07981,1.07943,1.07958,1191,1.07977,TRUE,1.9,ranging,ranging
2017.02.01,5:00,1.07957,1.07981,1.07944,1.07977,1203,1.07974,FALSE,-0.3,ranging,ranging
2017.02.01,5:15,1.07977,1.07981,1.07957,1.07974,953,1.07944,FALSE,-3,ranging,ranging
2017.02.01,5:30,1.07975,1.0798,1.07942,1.07944,1449,1.07923,FALSE,-2.1,ranging,ranging
2017.02.01,5:45,1.07944,1.07944,1.07916,1.07923,1178,1.07908,FALSE,-1.5,ranging,ranging
2017.02.01,6:00,1.07924,1.07937,1.07903,1.07908,1284,1.07892,FALSE,-1.6,ranging,ranging
2017.02.01,6:15,1.07908,1.07911,1.07878,1.07892,1141,1.07911,TRUE,1.9,ranging,ranging
2017.02.01,6:30,1.07894,1.07913,1.07878,1.07911,1182,1.07904,FALSE,-0.7,ranging,ranging
2017.02.01,6:45,1.07911,1.0792,1.07899,1.07904,1125,1.07911,TRUE,0.7,ranging,ranging
2017.02.01,7:00,1.07906,1.07921,1.07891,1.07911,890,1.07902,FALSE,-0.9,ranging,ranging
2017.02.01,7:15,1.07911,1.07925,1.07898,1.07902,1132,1.07883,FALSE,-1.9,ranging,ranging
2017.02.01,7:30,1.07901,1.07907,1.07874,1.07883,867,1.07903,TRUE,2,ranging,ranging
2017.02.01,7:45,1.07885,1.0791,1.07879,1.07903,1259,1.07817,FALSE,-8.6,ranging,ranging
2017.02.01,8:00,1.07904,1.0791,1.07812,1.07817,2344,1.07801,FALSE,-1.6,ranging,ranging
2017.02.01,8:15,1.07816,1.07839,1.07792,1.07801,2020,1.07825,TRUE,2.4,ranging,ranging
2017.02.01,8:30,1.078,1.07839,1.07796,1.07825,1587,1.07792,FALSE,-3.3,ranging,ranging
2017.02.01,8:45,1.07825,1.07831,1.07769,1.07792,1859,1.07846,TRUE,5.4,ranging,ranging
2017.02.01,9:00,1.07794,1.0786,1.07773,1.07846,3207,1.07847,TRUE,0.1,ranging,ranging
2017.02.01,9:15,1.07846,1.07855,1.0781,1.07847,2317,1.07862,TRUE,1.5,ranging,ranging
2017.02.01,9:30,1.07848,1.07873,1.07817,1.07862,3515,1.07815,FALSE,-4.7,ranging,ranging
2017.02.01,9:45,1.07862,1.07868,1.07747,1.07815,2892,1.07829,TRUE,1.4,ranging,ranging
2017.02.01,10:00,1.07812,1.07853,1.0779,1.07829,2911,1.0792,TRUE,9.1,ranging,ranging
2017.02.01,10:15,1.07829,1.07923,1.07829,1.0792,3118,1.07923,TRUE,0.3,ranging,ranging
2017.02.01,10:30,1.07921,1.07968,1.07908,1.07923,2883,1.07973,TRUE,5,ranging,ranging
2017.02.01,10:45,1.07923,1.07984,1.07897,1.07973,2189,1.07903,FALSE,-7,ranging,ranging
2017.02.01,11:00,1.07975,1.07991,1.07894,1.07903,2910,1.07946,TRUE,4.3,ranging,ranging
2017.02.01,11:15,1.07904,1.07973,1.07899,1.07946,2975,1.07905,FALSE,-4.1,ranging,ranging
2017.02.01,11:30,1.07947,1.07949,1.07888,1.07905,3098,1.07845,FALSE,-6,ranging,ranging
2017.02.01,11:45,1.07905,1.07929,1.07843,1.07845,2215,1.07828,FALSE,-1.7,ranging,ranging
2017.02.01,12:00,1.07844,1.07884,1.07828,1.07828,2843,1.07842,TRUE,1.4,ranging,ranging
2017.02.01,12:15,1.07829,1.07856,1.07812,1.07842,1934,1.07902,TRUE,6,ranging,ranging
2017.02.01,12:30,1.07842,1.07907,1.07819,1.07902,2251,1.08026,TRUE,12.4,+10Pips,ranging
2017.02.01,12:45,1.07902,1.08029,1.07863,1.08026,2537,1.07938,FALSE,-8.8,ranging,ranging
2017.02.01,13:00,1.08027,1.08027,1.07931,1.07938,2670,1.07967,TRUE,2.9,ranging,ranging
2017.02.01,13:15,1.07938,1.07976,1.07908,1.07967,2403,1.07942,FALSE,-2.5,ranging,ranging
2017.02.01,13:30,1.07968,1.07974,1.07929,1.07942,1940,1.08017,TRUE,7.5,ranging,ranging
2017.02.01,13:45,1.07943,1.08024,1.07925,1.08017,2722,1.08022,TRUE,0.5,ranging,ranging
2017.02.01,14:00,1.08015,1.08048,1.07953,1.08022,2870,1.08024,TRUE,0.2,ranging,ranging
2017.02.01,14:15,1.08021,1.08034,1.07984,1.08024,1996,1.07967,FALSE,-5.7,ranging,ranging
2017.02.01,14:30,1.08024,1.08074,1.07961,1.07967,2536,1.07882,FALSE,-8.5,ranging,ranging
2017.02.01,14:45,1.07966,1.07966,1.07882,1.07882,2543,1.07893,TRUE,1.1,ranging,ranging
2017.02.01,15:00,1.07882,1.07933,1.07852,1.07893,2795,1.07682,FALSE,-21.1,-10Pips,ranging
2017.02.01,15:15,1.07894,1.07894,1.07617,1.07682,8301,1.07736,TRUE,5.4,ranging,ranging
2017.02.01,15:30,1.07681,1.07772,1.07659,1.07736,4375,1.07604,FALSE,-13.2,-10Pips,ranging
2017.02.01,15:45,1.07737,1.07744,1.07601,1.07604,3669,1.07537,FALSE,-6.7,ranging,ranging
2017.02.01,16:00,1.07604,1.07627,1.07521,1.07537,3835,1.07524,FALSE,-1.3,ranging,ranging
2017.02.01,16:15,1.07537,1.07554,1.07503,1.07524,3318,1.07582,TRUE,5.8,ranging,ranging
2017.02.01,16:30,1.07528,1.07584,1.07506,1.07582,3667,1.07582,FALSE,0,ranging,ranging
2017.02.01,16:45,1.07582,1.07604,1.07542,1.07582,3476,1.07452,FALSE,-13,-10Pips,ranging
2017.02.01,17:00,1.07576,1.07576,1.07364,1.07452,7369,1.07403,FALSE,-4.9,ranging,ranging
2017.02.01,17:15,1.07453,1.07466,1.07399,1.07403,3654,1.07525,TRUE,12.2,+10Pips,ranging
2017.02.01,17:30,1.07403,1.07527,1.07403,1.07525,4689,1.07589,TRUE,6.4,ranging,ranging
2017.02.01,17:45,1.07526,1.07617,1.07474,1.07589,4485,1.07555,FALSE,-3.4,ranging,ranging
2017.02.01,18:00,1.07588,1.07589,1.07518,1.07555,3763,1.07522,FALSE,-3.3,ranging,ranging
2017.02.01,18:15,1.07554,1.07581,1.07476,1.07522,3908,1.07564,TRUE,4.2,ranging,ranging
2017.02.01,18:30,1.07522,1.0758,1.07485,1.07564,3645,1.07561,FALSE,-0.3,ranging,ranging
2017.02.01,18:45,1.07564,1.07596,1.07531,1.07561,2947,1.07523,FALSE,-3.8,ranging,ranging
2017.02.01,19:00,1.07561,1.07601,1.07506,1.07523,2563,1.07493,FALSE,-3,ranging,ranging
2017.02.01,19:15,1.07523,1.07532,1.07477,1.07493,1828,1.07512,TRUE,1.9,ranging,ranging
2017.02.01,19:30,1.07493,1.07514,1.07469,1.07512,1775,1.07529,TRUE,1.7,ranging,ranging
2017.02.01,19:45,1.07513,1.0756,1.07498,1.07529,1482,1.07497,FALSE,-3.2,ranging,ranging
2017.02.01,20:00,1.07528,1.07538,1.0749,1.07497,1263,1.07499,TRUE,0.2,ranging,ranging
2017.02.01,20:15,1.07496,1.07512,1.07463,1.07499,1712,1.07457,FALSE,-4.2,ranging,ranging
2017.02.01,20:30,1.07499,1.07537,1.07455,1.07457,1818,1.07357,FALSE,-10,-10Pips,ranging
2017.02.01,20:45,1.07456,1.07459,1.07349,1.07357,2716,1.07491,TRUE,13.4,+10Pips,ranging
2017.02.01,21:00,1.07349,1.07822,1.073,1.07491,9290,1.07679,TRUE,18.8,+10Pips,ranging
2017.02.01,21:15,1.07491,1.07689,1.07354,1.07679,9018,1.07832,TRUE,15.3,+10Pips,ranging
2017.02.01,21:30,1.07678,1.07862,1.07633,1.07832,8437,1.0776,FALSE,-7.2,ranging,ranging
2017.02.01,21:45,1.07832,1.07892,1.07753,1.0776,7261,1.07696,FALSE,-6.4,ranging,ranging
2017.02.01,22:00,1.07763,1.07798,1.07679,1.07696,4217,1.07682,FALSE,-1.4,ranging,ranging
2017.02.01,22:15,1.07696,1.07745,1.07671,1.07682,2592,1.07703,TRUE,2.1,ranging,ranging
2017.02.01,22:30,1.07682,1.07711,1.07647,1.07703,2009,1.07696,FALSE,-0.7,ranging,ranging
2017.02.01,22:45,1.07703,1.07744,1.07669,1.07696,2310,1.07713,TRUE,1.7,ranging,ranging
2017.02.01,23:00,1.07696,1.07713,1.07688,1.07713,1032,1.07705,FALSE,-0.8,ranging,ranging
2017.02.01,23:15,1.07713,1.07723,1.07701,1.07705,579,1.07655,FALSE,-5,ranging,ranging
2017.02.01,23:30,1.07705,1.07707,1.07626,1.07655,665,1.07674,TRUE,1.9,ranging,ranging
2017.02.01,23:45,1.07656,1.07696,1.07654,1.07674,1322,1.07681,TRUE,0.7,ranging,ranging
2017.02.02,0:00,1.07659,1.07697,1.07659,1.07681,154,1.07646,FALSE,-3.5,ranging,ranging
2017.02.02,0:15,1.07679,1.07679,1.07638,1.07646,208,1.07644,FALSE,-0.2,ranging,ranging
2017.02.02,0:30,1.07646,1.0768,1.07627,1.07644,579,1.0767,TRUE,2.6,ranging,ranging
2017.02.02,0:45,1.07645,1.0767,1.07637,1.0767,413,1.07653,FALSE,-1.7,ranging,ranging
2017.02.02,1:00,1.0767,1.07675,1.07648,1.07653,1573,1.07675,TRUE,2.2,ranging,ranging
2017.02.02,1:15,1.07653,1.07675,1.07621,1.07675,935,1.07684,TRUE,0.9,ranging,ranging
2017.02.02,1:30,1.07674,1.07707,1.07652,1.07684,1433,1.07666,FALSE,-1.8,ranging,ranging
2017.02.02,1:45,1.07684,1.07695,1.07642,1.07666,1716,1.07715,TRUE,4.9,ranging,ranging
2017.02.02,2:00,1.07647,1.07748,1.07639,1.07715,2526,1.07735,TRUE,2,ranging,ranging
2017.02.02,2:15,1.07715,1.0778,1.07704,1.07735,1814,1.07768,TRUE,3.3,ranging,ranging
2017.02.02,2:30,1.07735,1.07829,1.07732,1.07768,2640,1.07824,TRUE,5.6,ranging,ranging
2017.02.02,2:45,1.07767,1.07829,1.07764,1.07824,1880,1.07818,FALSE,-0.6,ranging,ranging
2017.02.02,3:00,1.07825,1.0788,1.07811,1.07818,2255,1.07795,FALSE,-2.3,ranging,ranging
2017.02.02,3:15,1.07819,1.0782,1.07786,1.07795,1608,1.07804,TRUE,0.9,ranging,ranging
2017.02.02,3:30,1.07797,1.07818,1.07757,1.07804,1865,1.07828,TRUE,2.4,ranging,ranging
2017.02.02,3:45,1.07805,1.07846,1.07791,1.07828,1945,1.07781,FALSE,-4.7,ranging,ranging
2017.02.02,4:00,1.0783,1.07843,1.07781,1.07781,1120,1.07788,TRUE,0.7,ranging,ranging
2017.02.02,4:15,1.07782,1.07806,1.07761,1.07788,1853,1.07792,TRUE,0.4,ranging,ranging
2017.02.02,4:30,1.07787,1.07808,1.07766,1.07792,1826,1.0781,TRUE,1.8,ranging,ranging
2017.02.02,4:45,1.07793,1.07835,1.07793,1.0781,1719,1.07858,TRUE,4.8,ranging,ranging
2017.02.02,5:00,1.0781,1.07881,1.07807,1.07858,1929,1.07866,TRUE,0.8,ranging,ranging
2017.02.02,5:15,1.07858,1.07884,1.07849,1.07866,2626,1.07889,TRUE,2.3,ranging,ranging
2017.02.02,5:30,1.07868,1.07897,1.07851,1.07889,3146,1.07886,FALSE,-0.3,ranging,ranging
2017.02.02,5:45,1.0789,1.07932,1.07869,1.07886,2969,1.07882,FALSE,-0.4,ranging,ranging
2017.02.02,6:00,1.07887,1.07929,1.07871,1.07882,1944,1.07886,TRUE,0.4,ranging,ranging
2017.02.02,6:15,1.07881,1.07912,1.07872,1.07886,1508,1.07842,FALSE,-4.4,ranging,ranging
2017.02.02,6:30,1.07886,1.07893,1.07839,1.07842,1612,1.07844,TRUE,0.2,ranging,ranging
2017.02.02,6:45,1.07842,1.07854,1.07827,1.07844,1457,1.07853,TRUE,0.9,ranging,ranging
2017.02.02,7:00,1.07843,1.07873,1.07841,1.07853,1039,1.07868,TRUE,1.5,ranging,ranging
2017.02.02,7:15,1.07852,1.07879,1.07852,1.07868,864,1.07933,TRUE,6.5,ranging,ranging
2017.02.02,7:30,1.07869,1.07936,1.07867,1.07933,1977,1.07934,TRUE,0.1,ranging,ranging
2017.02.02,7:45,1.07933,1.07953,1.07919,1.07934,2886,1.07934,FALSE,0,ranging,ranging
2017.02.02,8:00,1.07931,1.07953,1.07891,1.07934,2024,1.07931,FALSE,-0.3,ranging,ranging
2017.02.02,8:15,1.07934,1.07939,1.07907,1.07931,1113,1.07893,FALSE,-3.8,ranging,ranging
2017.02.02,8:30,1.07932,1.07948,1.07891,1.07893,1375,1.07818,FALSE,-7.5,ranging,ranging
2017.02.02,8:45,1.07896,1.07901,1.07818,1.07818,1381,1.07847,TRUE,2.9,ranging,ranging
2017.02.02,9:00,1.07818,1.07858,1.07778,1.07847,2833,1.07949,TRUE,10.2,+10Pips,ranging
2017.02.02,9:15,1.07849,1.07955,1.07833,1.07949,2886,1.07914,FALSE,-3.5,ranging,ranging
2017.02.02,9:30,1.0795,1.07981,1.0788,1.07914,2925,1.07925,TRUE,1.1,ranging,ranging
2017.02.02,9:45,1.07914,1.07956,1.07901,1.07925,2591,1.07941,TRUE,1.6,ranging,ranging
2017.02.02,10:00,1.07925,1.07987,1.0788,1.07941,5242,1.07951,TRUE,1,ranging,ranging
2017.02.02,10:15,1.07942,1.07981,1.07918,1.07951,3561,1.08087,TRUE,13.6,+10Pips,ranging
2017.02.02,10:30,1.07952,1.08088,1.07945,1.08087,4451,1.08131,TRUE,4.4,ranging,ranging
2017.02.02,10:45,1.08087,1.08184,1.08069,1.08131,5909,1.08096,FALSE,-3.5,ranging,ranging
2017.02.02,11:00,1.0813,1.08133,1.08027,1.08096,4595,1.08103,TRUE,0.7,ranging,ranging
2017.02.02,11:15,1.08098,1.08147,1.08092,1.08103,3216,1.08075,FALSE,-2.8,ranging,ranging
2017.02.02,11:30,1.08103,1.08115,1.08051,1.08075,3392,1.0815,TRUE,7.5,ranging,ranging
2017.02.02,11:45,1.08074,1.08168,1.08062,1.0815,3298,1.08146,FALSE,-0.4,ranging,ranging
2017.02.02,12:00,1.08151,1.08186,1.08123,1.08146,3729,1.08145,FALSE,-0.1,ranging,ranging
2017.02.02,12:15,1.08146,1.08183,1.08099,1.08145,3454,1.08135,FALSE,-1,ranging,ranging
