Date,Time,Open,High,Low,Close,Volume,Pos_Rel_To_MA_10,Pos_Rel_To_MA_20,5_Period_Trend,10_Period_Trend,CandleStick_Pattern,Class_10_pips
2017.01.30,16:00,1.06446,1.06594,1.06402,1.06594,5807,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.30,17:00,1.0659,1.06925,1.06532,1.06878,7163,ABOVE,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.30,18:00,1.06879,1.0699,1.06796,1.068,5363,ABOVE,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.30,19:00,1.06799,1.07094,1.0678,1.0693,4222,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.30,20:00,1.06931,1.06983,1.0685,1.06921,2772,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.30,21:00,1.0692,1.06952,1.0686,1.06944,2370,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.30,22:00,1.06944,1.07,1.06901,1.06945,2175,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.30,23:00,1.06946,1.06996,1.06934,1.06965,1219,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.31,0:00,1.06925,1.07019,1.06907,1.07007,1789,ABOVE,ABOVE,UPTREND,RANGING,NONE,RANGING
2017.01.31,1:00,1.07007,1.07088,1.07007,1.07075,2392,ABOVE,ABOVE,UPTREND,RANGING,NONE,-10pips
2017.01.31,2:00,1.07076,1.07088,1.06951,1.06972,3169,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.31,3:00,1.06973,1.06997,1.06928,1.06933,2562,BELOW,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.31,4:00,1.06929,1.07057,1.06909,1.07053,3567,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.31,5:00,1.07051,1.07127,1.06947,1.06977,5261,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.31,6:00,1.06979,1.07039,1.06927,1.06962,2539,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.31,7:00,1.06963,1.07033,1.06952,1.06997,1991,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.31,8:00,1.06997,1.07045,1.06914,1.06926,2020,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.31,9:00,1.06925,1.07005,1.06846,1.06997,4859,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.31,10:00,1.06997,1.0725,1.06972,1.06987,7173,BELOW,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.31,11:00,1.06986,1.07124,1.06911,1.0711,5384,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.31,12:00,1.07116,1.07192,1.06999,1.07013,5214,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.31,13:00,1.07011,1.07523,1.06993,1.07505,6928,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.31,14:00,1.07505,1.07651,1.07476,1.07487,7781,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.31,15:00,1.07484,1.0763,1.07428,1.07553,7552,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.31,16:00,1.07553,1.07948,1.07487,1.07914,9845,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.31,17:00,1.07912,1.08106,1.07795,1.08097,9466,ABOVE,ABOVE,RANGING,RANGING,BULLISH_ENGULFING,-10pips
2017.01.31,18:00,1.08098,1.08123,1.07821,1.07933,7628,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.31,19:00,1.07931,1.0797,1.07722,1.07835,4645,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.31,20:00,1.07836,1.07958,1.07828,1.07929,3068,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.31,21:00,1.07927,1.08099,1.07899,1.08041,3432,ABOVE,ABOVE,RANGING,RANGING,BULLISH_ENGULFING,-10pips
2017.01.31,22:00,1.08043,1.08044,1.07865,1.07962,2958,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.31,23:00,1.07957,1.08,1.07924,1.07973,1640,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.01,0:00,1.07973,1.07979,1.07905,1.07954,1736,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.01,1:00,1.07965,1.08046,1.07961,1.0801,2567,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.01,2:00,1.08009,1.08009,1.07896,1.07958,3604,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.01,3:00,1.07958,1.07965,1.07881,1.0793,2738,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.01,4:00,1.07932,1.07982,1.07894,1.07959,2367,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.01,5:00,1.07959,1.07982,1.07916,1.07925,1728,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.01,6:00,1.07926,1.07938,1.07879,1.07906,1886,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.01,7:00,1.07908,1.07926,1.07874,1.07906,1413,BELOW,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.01,8:00,1.07906,1.07912,1.07771,1.07793,2798,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.01,9:00,1.07794,1.07874,1.07748,1.07819,4423,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.01,10:00,1.07816,1.07986,1.07792,1.07973,4302,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.01,11:00,1.07977,1.07992,1.07844,1.07845,4296,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.01,12:00,1.07847,1.08031,1.07814,1.08027,3544,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.01,13:00,1.08029,1.08029,1.07909,1.08019,3659,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.01,14:00,1.08018,1.08075,1.07883,1.07883,3769,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.01,15:00,1.07885,1.07935,1.07602,1.07604,7257,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.01,16:00,1.07602,1.07629,1.07505,1.07583,5539,BELOW,BELOW,DOWNTREND,RANGING,NONE,-10pips
2017.02.01,17:00,1.07582,1.07617,1.07366,1.0758,7801,BELOW,BELOW,DOWNTREND,RANGING,NONE,-10pips
2017.02.01,18:00,1.07582,1.07596,1.07478,1.07563,5285,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.02.01,19:00,1.07561,1.07601,1.07471,1.07528,2928,BELOW,BELOW,DOWNTREND,RANGING,NONE,-10pips
2017.02.01,20:00,1.07529,1.0754,1.07334,1.07334,3223,BELOW,BELOW,DOWNTREND,RANGING,NONE,+10pips
2017.02.01,21:00,1.07334,1.07893,1.07301,1.07764,12994,ABOVE,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.01,22:00,1.0776,1.07799,1.07649,1.07699,4071,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.01,23:00,1.07697,1.07725,1.07627,1.07684,1286,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.02,0:00,1.07673,1.07708,1.07629,1.07667,1381,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.02,1:00,1.07672,1.07708,1.07621,1.07654,2535,ABOVE,BELOW,DOWNTREND,RANGING,NONE,+10pips
2017.02.02,2:00,1.0765,1.0783,1.07641,1.07825,4252,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.02,3:00,1.07825,1.07881,1.07758,1.0783,3238,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.02,4:00,1.0783,1.07843,1.07763,1.07811,2623,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.02,5:00,1.07812,1.07931,1.07809,1.07886,4164,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.02,6:00,1.0789,1.07929,1.07827,1.07842,2525,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.02,7:00,1.07843,1.07955,1.07842,1.07927,2502,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.02,8:00,1.07925,1.07953,1.07819,1.07819,2245,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.02,9:00,1.0782,1.07982,1.07779,1.07927,4209,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.02,10:00,1.07927,1.08186,1.07881,1.08132,7309,ABOVE,ABOVE,RANGING,RANGING,BULLISH_ENGULFING,-10pips
2017.02.02,11:00,1.08132,1.08168,1.08028,1.08151,5511,ABOVE,ABOVE,RANGING,RANGING,BULLISH_ENGULFING,-10pips
2017.02.02,12:00,1.08152,1.08187,1.0805,1.08098,4806,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.02,13:00,1.08097,1.08191,1.07942,1.0811,4412,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.02,14:00,1.08108,1.0815,1.07987,1.08043,6729,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.02,15:00,1.08043,1.08289,1.08023,1.08144,8224,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.02,16:00,1.08146,1.08238,1.08046,1.08175,8544,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.02,17:00,1.08174,1.08192,1.0802,1.08058,6107,BELOW,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.02,18:00,1.08059,1.08125,1.07944,1.08025,4977,BELOW,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.02,19:00,1.08026,1.08032,1.07845,1.07878,3949,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.02,20:00,1.07879,1.07945,1.07753,1.07756,3244,BELOW,BELOW,DOWNTREND,RANGING,NONE,-10pips
2017.02.02,21:00,1.07757,1.07775,1.07587,1.07647,3133,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.02.02,22:00,1.07646,1.07648,1.07559,1.07625,2311,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.02.02,23:00,1.07625,1.07638,1.07566,1.07571,1225,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.02.03,0:00,1.07579,1.0766,1.07566,1.07613,1963,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.03,1:00,1.07614,1.07627,1.07568,1.07617,1382,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.03,2:00,1.07618,1.07651,1.07575,1.0761,2416,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.03,3:00,1.0761,1.07717,1.07549,1.07695,6164,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.03,4:00,1.07696,1.07711,1.07557,1.07603,3950,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.03,5:00,1.07603,1.0761,1.07452,1.07551,4443,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.03,6:00,1.07551,1.0761,1.07548,1.07576,2821,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.03,7:00,1.07578,1.07582,1.07496,1.07577,2780,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.03,8:00,1.07577,1.07595,1.07487,1.07589,2006,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.03,9:00,1.07589,1.07658,1.07532,1.07577,3017,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.03,10:00,1.07576,1.07628,1.07414,1.07441,4793,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.03,11:00,1.07442,1.07491,1.07391,1.07415,3552,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.03,12:00,1.07415,1.07462,1.07367,1.07386,2697,BELOW,BELOW,DOWNTREND,RANGING,NONE,-10pips
2017.02.03,13:00,1.07389,1.07417,1.07275,1.07308,2853,BELOW,BELOW,DOWNTREND,RANGING,NONE,+10pips
2017.02.03,14:00,1.07307,1.0743,1.07279,1.07348,3365,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.03,15:00,1.0735,1.07751,1.07109,1.07559,10960,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.03,16:00,1.07557,1.07822,1.07556,1.07649,9442,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.03,17:00,1.07644,1.07977,1.07621,1.07883,8110,ABOVE,ABOVE,UPTREND,RANGING,NONE,-10pips
2017.02.03,18:00,1.07881,1.07926,1.07768,1.07906,4529,ABOVE,ABOVE,UPTREND,RANGING,NONE,-10pips
2017.02.03,19:00,1.07908,1.07942,1.07793,1.07836,2709,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.03,20:00,1.07837,1.07864,1.07644,1.07684,4564,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.03,21:00,1.07686,1.0769,1.0759,1.07666,3452,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.03,22:00,1.07665,1.07811,1.07652,1.07799,2174,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.03,23:00,1.07797,1.07871,1.07778,1.07858,1985,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.06,0:00,1.07878,1.07901,1.07816,1.07834,1003,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.06,1:00,1.07849,1.07881,1.07782,1.07826,1770,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.06,2:00,1.07826,1.07847,1.07742,1.07844,2739,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.06,3:00,1.07844,1.07889,1.07796,1.07796,3929,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.06,4:00,1.07798,1.07848,1.07767,1.07779,2892,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.06,5:00,1.07777,1.07831,1.07777,1.07825,1734,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.06,6:00,1.07826,1.07833,1.07739,1.07758,2125,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.06,7:00,1.07757,1.07785,1.07733,1.07747,1740,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.06,8:00,1.07743,1.07776,1.07678,1.07679,2051,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.06,9:00,1.0768,1.07685,1.07478,1.07526,4286,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.02.06,10:00,1.07524,1.07581,1.07433,1.07508,5555,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.02.06,11:00,1.07508,1.07558,1.07425,1.07466,3784,BELOW,BELOW,DOWNTREND,RANGING,NONE,-10pips
2017.02.06,12:00,1.07467,1.07468,1.07341,1.07406,3533,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.02.06,13:00,1.07405,1.0745,1.07333,1.07368,3981,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.02.06,14:00,1.07369,1.0744,1.07304,1.07336,4036,BELOW,BELOW,DOWNTREND,DOWNTREND,NONE,-10pips
2017.02.06,15:00,1.07338,1.07342,1.07084,1.07133,7811,BELOW,BELOW,DOWNTREND,DOWNTREND,NONE,+10pips
2017.02.06,16:00,1.07132,1.07322,1.07057,1.0729,7075,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.06,17:00,1.07291,1.07401,1.07133,1.0739,6747,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.06,18:00,1.07395,1.07427,1.0729,1.07306,4529,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.06,19:00,1.07305,1.07432,1.07292,1.0735,3195,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.06,20:00,1.07349,1.07461,1.07292,1.07431,4273,ABOVE,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.06,21:00,1.07429,1.07534,1.0742,1.07476,2890,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.06,22:00,1.07474,1.07552,1.07431,1.07506,2389,ABOVE,ABOVE,UPTREND,RANGING,NONE,RANGING
2017.02.06,23:00,1.07505,1.07541,1.07496,1.07501,918,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.07,0:00,1.07495,1.07499,1.07402,1.07478,1380,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.07,1:00,1.07479,1.07492,1.07414,1.07432,1402,ABOVE,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.07,2:00,1.07432,1.07444,1.07262,1.07308,4097,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.02.07,3:00,1.07306,1.07329,1.07212,1.07305,4058,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.02.07,4:00,1.07303,1.07357,1.07227,1.07227,3347,BELOW,BELOW,DOWNTREND,RANGING,NONE,-10pips
2017.02.07,5:00,1.07227,1.07242,1.07043,1.0708,3979,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.02.07,6:00,1.07079,1.07134,1.07057,1.07098,2893,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.07,7:00,1.07098,1.07139,1.07072,1.07128,2355,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.07,8:00,1.07127,1.07131,1.06914,1.06933,3196,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.07,9:00,1.06933,1.06998,1.06809,1.06819,5378,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.07,10:00,1.06818,1.06841,1.06614,1.06743,6364,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.07,11:00,1.06743,1.06748,1.06562,1.06598,3958,BELOW,BELOW,DOWNTREND,RANGING,NONE,+10pips
2017.02.07,12:00,1.06594,1.06726,1.06576,1.06682,3367,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.07,13:00,1.06681,1.06743,1.06618,1.06719,3477,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.07,14:00,1.0672,1.06861,1.06719,1.06768,3710,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.07,15:00,1.06769,1.06787,1.06645,1.06758,3810,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.07,16:00,1.06759,1.06797,1.06682,1.06721,4915,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.07,17:00,1.06722,1.06879,1.06628,1.06854,5220,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.07,18:00,1.06855,1.06941,1.06802,1.069,5345,ABOVE,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.07,19:00,1.06899,1.07039,1.06874,1.06921,3784,ABOVE,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.07,20:00,1.06923,1.07063,1.06912,1.06943,3379,ABOVE,BELOW,UPTREND,RANGING,NONE,RANGING
2017.02.07,21:00,1.06943,1.06962,1.06886,1.06962,2185,ABOVE,ABOVE,UPTREND,RANGING,NONE,RANGING
2017.02.07,22:00,1.06961,1.06975,1.06873,1.06886,1661,ABOVE,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.07,23:00,1.06885,1.06887,1.06773,1.06821,1730,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.08,0:00,1.06824,1.06833,1.06756,1.06798,1684,BELOW,BELOW,RANGING,RANGING,BEARISH_ENGULFING,RANGING
2017.02.08,1:00,1.06803,1.06824,1.06752,1.06789,1462,BELOW,BELOW,DOWNTREND,RANGING,BEARISH_ENGULFING,-10pips
2017.02.08,2:00,1.06788,1.06797,1.06678,1.0678,2772,BELOW,BELOW,DOWNTREND,RANGING,NONE,+10pips
2017.02.08,3:00,1.06782,1.06911,1.06711,1.06851,5157,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.08,4:00,1.06852,1.0691,1.06821,1.0686,2804,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.08,5:00,1.06861,1.06895,1.06826,1.0689,1811,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.08,6:00,1.0689,1.06895,1.06735,1.06774,2515,BELOW,BELOW,RANGING,RANGING,BEARISH_ENGULFING,RANGING
2017.02.08,7:00,1.06774,1.06813,1.06758,1.06771,1893,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.08,8:00,1.06769,1.06805,1.06661,1.06665,2066,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.08,9:00,1.06664,1.06719,1.06549,1.06586,4321,BELOW,BELOW,DOWNTREND,RANGING,NONE,-10pips
2017.02.08,10:00,1.06585,1.0664,1.06429,1.06599,5954,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.08,11:00,1.06599,1.06615,1.06407,1.06443,4093,BELOW,BELOW,RANGING,RANGING,BEARISH_ENGULFING,+10pips
2017.02.08,12:00,1.06444,1.06548,1.06426,1.06463,3137,BELOW,BELOW,RANGING,RANGING,BEARISH_ENGULFING,RANGING
2017.02.08,13:00,1.06464,1.06497,1.06417,1.06492,2987,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.08,14:00,1.06491,1.06591,1.06461,1.06589,3673,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.08,15:00,1.06587,1.06767,1.06538,1.06701,5428,ABOVE,BELOW,UPTREND,RANGING,NONE,+10pips
2017.02.08,16:00,1.06703,1.07088,1.06703,1.06995,8255,ABOVE,ABOVE,UPTREND,RANGING,NONE,-10pips
2017.02.08,17:00,1.06993,1.07084,1.06869,1.0707,7604,ABOVE,ABOVE,UPTREND,RANGING,NONE,RANGING
2017.02.08,18:00,1.07071,1.0714,1.06986,1.07068,5592,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.08,19:00,1.07067,1.07082,1.06944,1.06968,4128,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.08,20:00,1.06968,1.0697,1.06788,1.06809,5062,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.08,21:00,1.0681,1.06875,1.06788,1.06864,2198,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.08,22:00,1.06862,1.06899,1.06842,1.06879,2490,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.08,23:00,1.06879,1.06983,1.06869,1.06983,1234,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.09,0:00,1.06976,1.06987,1.06921,1.06953,2022,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.09,1:00,1.06951,1.06969,1.06907,1.06914,1626,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.09,2:00,1.06915,1.06956,1.06832,1.06877,3312,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.09,3:00,1.06875,1.06887,1.06816,1.06853,3320,BELOW,ABOVE,DOWNTREND,RANGING,NONE,RANGING
2017.02.09,4:00,1.06852,1.06858,1.06777,1.06854,3428,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.09,5:00,1.06855,1.0695,1.06842,1.06897,2924,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.09,6:00,1.06898,1.06899,1.06851,1.06878,2627,BELOW,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.09,7:00,1.06877,1.06895,1.06766,1.06808,2761,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.09,8:00,1.06807,1.06837,1.06718,1.06727,1825,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.09,9:00,1.06731,1.06809,1.06703,1.06793,3556,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.09,10:00,1.06793,1.07071,1.06782,1.06994,4948,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.09,11:00,1.06994,1.07096,1.06957,1.07022,3086,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.09,12:00,1.07022,1.07022,1.06907,1.06917,2771,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.09,13:00,1.06916,1.06936,1.06745,1.06806,4566,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.09,14:00,1.06808,1.06876,1.06771,1.06844,3730,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.09,15:00,1.06848,1.06958,1.06734,1.06819,5326,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.09,16:00,1.06817,1.06941,1.06621,1.06657,6486,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.09,17:00,1.06655,1.06805,1.06561,1.06645,9714,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.09,18:00,1.06647,1.06719,1.06537,1.06571,5778,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.02.09,19:00,1.06573,1.06645,1.06559,1.06571,3235,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.09,20:00,1.0657,1.06617,1.06509,1.06603,3517,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.09,21:00,1.06604,1.06635,1.06561,1.06583,2452,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.09,22:00,1.06581,1.06648,1.06558,1.06625,1721,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.09,23:00,1.06626,1.06648,1.06548,1.06556,1018,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.10,0:00,1.0654,1.06607,1.06537,1.06543,965,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.10,1:00,1.06541,1.06589,1.06539,1.06572,1968,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.10,2:00,1.06572,1.06628,1.06496,1.06552,4243,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.10,3:00,1.06554,1.06674,1.06554,1.06611,4475,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.10,4:00,1.06611,1.06636,1.06572,1.06595,2680,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.10,5:00,1.06597,1.06678,1.06595,1.06622,2759,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.10,6:00,1.06624,1.06629,1.06586,1.06621,1925,ABOVE,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.10,7:00,1.06621,1.06623,1.06516,1.06531,1912,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.10,8:00,1.06531,1.06599,1.06505,1.06593,1586,ABOVE,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.10,9:00,1.06593,1.06637,1.06393,1.06399,3807,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.10,10:00,1.06397,1.06457,1.06361,1.06399,4362,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.10,11:00,1.06401,1.06462,1.06382,1.06423,3805,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.10,12:00,1.06421,1.06484,1.06379,1.06448,2796,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.10,13:00,1.06447,1.06499,1.06392,1.06397,3112,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
