Date,Time,Open,High,Low,Close,Volume,Pos_Rel_To_MA_20,Pos_Rel_To_MA_50,Pos_Rel_To_MA_100,Class_10_pips
2017.03.13,08:00,1.06993,1.07037,1.06980,1.07029,488,ABOVE,ABOVE,ABOVE,RANGING
2017.03.13,08:00,1.07030,1.07065,1.07024,1.07058,780,ABOVE,ABOVE,ABOVE,RANGING
2017.03.13,08:00,1.07059,1.07067,1.07021,1.07029,663,ABOVE,ABOVE,ABOVE,RANGING
2017.03.13,08:00,1.07029,1.07029,1.06978,1.06978,859,ABOVE,ABOVE,ABOVE,RANGING
2017.03.13,09:00,1.06979,1.07019,1.06968,1.06984,706,ABOVE,ABOVE,ABOVE,RANGING
2017.03.13,09:00,1.06984,1.07018,1.06967,1.07008,657,ABOVE,ABOVE,ABOVE,RANGING
2017.03.13,09:00,1.07008,1.07097,1.07007,1.07078,1156,ABOVE,ABOVE,ABOVE,RANGING
2017.03.13,09:00,1.07077,1.07131,1.07033,1.07122,1868,ABOVE,ABOVE,ABOVE,RANGING
2017.03.13,10:00,1.07121,1.07142,1.07058,1.07083,1936,ABOVE,ABOVE,ABOVE,RANGING
2017.03.13,10:00,1.07084,1.07107,1.07045,1.07097,1575,ABOVE,ABOVE,ABOVE,-10pips
2017.03.13,10:00,1.07097,1.07102,1.06967,1.06989,1631,BELOW,ABOVE,ABOVE,RANGING
2017.03.13,10:00,1.06988,1.07005,1.06937,1.06957,1462,BELOW,ABOVE,ABOVE,-10pips
2017.03.13,11:00,1.06956,1.06971,1.06838,1.06852,2225,BELOW,BELOW,ABOVE,RANGING
2017.03.13,11:00,1.06852,1.06860,1.06714,1.06769,2647,BELOW,BELOW,ABOVE,RANGING
2017.03.13,11:00,1.06769,1.06855,1.06763,1.06776,1432,BELOW,BELOW,ABOVE,RANGING
2017.03.13,11:00,1.06777,1.06807,1.06727,1.06743,2353,BELOW,BELOW,ABOVE,RANGING
2017.03.13,12:00,1.06743,1.06788,1.06701,1.06732,2199,BELOW,BELOW,ABOVE,RANGING
2017.03.13,12:00,1.06731,1.06750,1.06667,1.06706,1825,BELOW,BELOW,ABOVE,RANGING
2017.03.13,12:00,1.06705,1.06751,1.06658,1.06742,1638,BELOW,BELOW,ABOVE,RANGING
2017.03.13,12:00,1.06741,1.06742,1.06647,1.06652,1441,BELOW,BELOW,BELOW,RANGING
2017.03.13,13:00,1.06651,1.06739,1.06643,1.06721,1368,BELOW,BELOW,ABOVE,RANGING
2017.03.13,13:00,1.06720,1.06728,1.06643,1.06667,1484,BELOW,BELOW,BELOW,RANGING
2017.03.13,13:00,1.06665,1.06689,1.06632,1.06656,1314,BELOW,BELOW,BELOW,RANGING
2017.03.13,13:00,1.06655,1.06748,1.06655,1.06732,1279,BELOW,BELOW,ABOVE,RANGING
2017.03.13,14:00,1.06731,1.06749,1.06684,1.06722,1205,BELOW,BELOW,BELOW,RANGING
2017.03.13,14:00,1.06723,1.06772,1.06712,1.06746,1011,BELOW,BELOW,ABOVE,RANGING
2017.03.13,14:00,1.06745,1.06767,1.06699,1.06713,1638,BELOW,BELOW,BELOW,RANGING
2017.03.13,14:00,1.06712,1.06740,1.06671,1.06675,1395,BELOW,BELOW,BELOW,RANGING
2017.03.13,15:00,1.06676,1.06758,1.06666,1.06743,1743,BELOW,BELOW,BELOW,RANGING
2017.03.13,15:00,1.06742,1.06753,1.06712,1.06753,2132,ABOVE,BELOW,BELOW,RANGING
2017.03.13,15:00,1.06754,1.06756,1.06686,1.06698,1648,BELOW,BELOW,BELOW,-10pips
2017.03.13,15:00,1.06697,1.06705,1.06589,1.06590,1891,BELOW,BELOW,BELOW,RANGING
2017.03.13,16:00,1.06592,1.06632,1.06558,1.06632,1879,BELOW,BELOW,BELOW,RANGING
2017.03.13,16:00,1.06630,1.06651,1.06594,1.06639,1344,BELOW,BELOW,BELOW,RANGING
2017.03.13,16:00,1.06638,1.06675,1.06608,1.06661,1914,BELOW,BELOW,BELOW,RANGING
2017.03.13,16:00,1.06662,1.06706,1.06636,1.06704,1658,ABOVE,BELOW,BELOW,RANGING
2017.03.13,17:00,1.06705,1.06718,1.06653,1.06654,1206,BELOW,BELOW,BELOW,RANGING
2017.03.13,17:00,1.06655,1.06655,1.06605,1.06615,1287,BELOW,BELOW,BELOW,RANGING
2017.03.13,17:00,1.06614,1.06705,1.06557,1.06671,1666,BELOW,BELOW,BELOW,RANGING
2017.03.13,17:00,1.06671,1.06690,1.06649,1.06658,1139,BELOW,BELOW,BELOW,RANGING
2017.03.13,18:00,1.06659,1.06685,1.06642,1.06652,1072,BELOW,BELOW,BELOW,RANGING
2017.03.13,18:00,1.06654,1.06733,1.06652,1.06693,1453,ABOVE,BELOW,BELOW,RANGING
2017.03.13,18:00,1.06694,1.06792,1.06693,1.06775,1350,ABOVE,BELOW,BELOW,RANGING
2017.03.13,18:00,1.06773,1.06787,1.06673,1.06692,1377,ABOVE,BELOW,BELOW,RANGING
2017.03.13,19:00,1.06691,1.06733,1.06680,1.06727,1124,ABOVE,BELOW,BELOW,RANGING
2017.03.13,19:00,1.06727,1.06730,1.06642,1.06656,1323,BELOW,BELOW,BELOW,RANGING
2017.03.13,19:00,1.06657,1.06663,1.06620,1.06634,928,BELOW,BELOW,BELOW,RANGING
2017.03.13,19:00,1.06635,1.06668,1.06616,1.06625,811,BELOW,BELOW,BELOW,RANGING
2017.03.13,20:00,1.06624,1.06638,1.06565,1.06599,1036,BELOW,BELOW,BELOW,RANGING
2017.03.13,20:00,1.06598,1.06634,1.06594,1.06631,844,BELOW,BELOW,BELOW,RANGING
2017.03.13,20:00,1.06632,1.06659,1.06624,1.06635,843,BELOW,BELOW,BELOW,RANGING
2017.03.13,20:00,1.06634,1.06640,1.06557,1.06589,1264,BELOW,BELOW,BELOW,RANGING
2017.03.13,21:00,1.06591,1.06611,1.06532,1.06544,898,BELOW,BELOW,BELOW,RANGING
2017.03.13,21:00,1.06544,1.06587,1.06542,1.06586,699,BELOW,BELOW,BELOW,RANGING
2017.03.13,21:00,1.06585,1.06587,1.06559,1.06585,494,BELOW,BELOW,BELOW,RANGING
2017.03.13,21:00,1.06584,1.06613,1.06574,1.06597,721,BELOW,BELOW,BELOW,RANGING
2017.03.13,22:00,1.06603,1.06603,1.06564,1.06566,559,BELOW,BELOW,BELOW,RANGING
2017.03.13,22:00,1.06566,1.06587,1.06537,1.06541,624,BELOW,BELOW,BELOW,RANGING
2017.03.13,22:00,1.06541,1.06565,1.06540,1.06555,713,BELOW,BELOW,BELOW,RANGING
2017.03.13,22:00,1.06556,1.06580,1.06534,1.06541,1143,BELOW,BELOW,BELOW,RANGING
2017.03.13,23:00,1.06538,1.06547,1.06532,1.06543,330,BELOW,BELOW,BELOW,RANGING
2017.03.13,23:00,1.06543,1.06550,1.06534,1.06542,218,BELOW,BELOW,BELOW,RANGING
2017.03.13,23:00,1.06543,1.06543,1.06521,1.06532,234,BELOW,BELOW,BELOW,RANGING
2017.03.13,23:00,1.06532,1.06545,1.06523,1.06526,337,BELOW,BELOW,BELOW,RANGING
2017.03.14,00:00,1.06533,1.06552,1.06518,1.06534,238,BELOW,BELOW,BELOW,RANGING
2017.03.14,00:00,1.06535,1.06549,1.06529,1.06547,157,BELOW,BELOW,BELOW,RANGING
2017.03.14,00:00,1.06547,1.06549,1.06529,1.06534,156,BELOW,BELOW,BELOW,RANGING
2017.03.14,00:00,1.06537,1.06544,1.06525,1.06537,118,BELOW,BELOW,BELOW,RANGING
2017.03.14,01:00,1.06535,1.06566,1.06532,1.06547,552,BELOW,BELOW,BELOW,RANGING
2017.03.14,01:00,1.06547,1.06562,1.06533,1.06534,184,BELOW,BELOW,BELOW,RANGING
2017.03.14,01:00,1.06536,1.06547,1.06520,1.06527,148,BELOW,BELOW,BELOW,RANGING
2017.03.14,01:00,1.06526,1.06530,1.06517,1.06523,205,BELOW,BELOW,BELOW,RANGING
2017.03.14,02:00,1.06523,1.06531,1.06448,1.06513,1521,BELOW,BELOW,BELOW,RANGING
2017.03.14,02:00,1.06513,1.06518,1.06467,1.06467,566,BELOW,BELOW,BELOW,RANGING
2017.03.14,02:00,1.06468,1.06507,1.06459,1.06506,815,BELOW,BELOW,BELOW,RANGING
2017.03.14,02:00,1.06505,1.06511,1.06485,1.06509,226,BELOW,BELOW,BELOW,RANGING
2017.03.14,03:00,1.06510,1.06552,1.06501,1.06540,710,ABOVE,BELOW,BELOW,RANGING
2017.03.14,03:00,1.06541,1.06581,1.06540,1.06553,845,ABOVE,BELOW,BELOW,RANGING
2017.03.14,03:00,1.06551,1.06565,1.06535,1.06541,770,ABOVE,BELOW,BELOW,RANGING
2017.03.14,03:00,1.06541,1.06565,1.06521,1.06561,668,ABOVE,BELOW,BELOW,RANGING
2017.03.14,04:00,1.06560,1.06582,1.06539,1.06562,1060,ABOVE,BELOW,BELOW,RANGING
2017.03.14,04:00,1.06561,1.06571,1.06521,1.06550,756,ABOVE,BELOW,BELOW,RANGING
2017.03.14,04:00,1.06552,1.06569,1.06545,1.06561,718,ABOVE,BELOW,BELOW,RANGING
2017.03.14,04:00,1.06560,1.06587,1.06556,1.06562,490,ABOVE,BELOW,BELOW,RANGING
2017.03.14,05:00,1.06562,1.06577,1.06538,1.06545,731,ABOVE,BELOW,BELOW,RANGING
2017.03.14,05:00,1.06544,1.06558,1.06539,1.06556,541,ABOVE,BELOW,BELOW,RANGING
2017.03.14,05:00,1.06556,1.06556,1.06526,1.06528,490,BELOW,BELOW,BELOW,RANGING
2017.03.14,05:00,1.06528,1.06556,1.06523,1.06529,427,BELOW,BELOW,BELOW,RANGING
2017.03.14,06:00,1.06530,1.06541,1.06505,1.06506,529,BELOW,BELOW,BELOW,RANGING
2017.03.14,06:00,1.06505,1.06528,1.06503,1.06521,461,BELOW,BELOW,BELOW,RANGING
2017.03.14,06:00,1.06524,1.06530,1.06518,1.06521,327,BELOW,BELOW,BELOW,RANGING
2017.03.14,06:00,1.06522,1.06543,1.06513,1.06540,427,ABOVE,BELOW,BELOW,RANGING
2017.03.14,07:00,1.06539,1.06539,1.06522,1.06522,389,BELOW,BELOW,BELOW,RANGING
2017.03.14,07:00,1.06521,1.06543,1.06520,1.06536,299,BELOW,BELOW,BELOW,RANGING
2017.03.14,07:00,1.06537,1.06544,1.06523,1.06528,335,BELOW,BELOW,BELOW,RANGING
2017.03.14,07:00,1.06528,1.06541,1.06511,1.06539,415,BELOW,BELOW,BELOW,RANGING
2017.03.14,08:00,1.06539,1.06566,1.06537,1.06559,303,ABOVE,ABOVE,BELOW,RANGING
2017.03.14,08:00,1.06559,1.06587,1.06555,1.06579,391,ABOVE,ABOVE,BELOW,RANGING
2017.03.14,08:00,1.06580,1.06583,1.06559,1.06562,280,ABOVE,ABOVE,BELOW,RANGING
2017.03.14,08:00,1.06561,1.06599,1.06546,1.06593,534,ABOVE,ABOVE,BELOW,-10pips
2017.03.14,09:00,1.06591,1.06629,1.06474,1.06477,1506,BELOW,BELOW,BELOW,RANGING
2017.03.14,09:00,1.06476,1.06505,1.06449,1.06471,990,BELOW,BELOW,BELOW,RANGING
2017.03.14,09:00,1.06470,1.06474,1.06399,1.06439,940,BELOW,BELOW,BELOW,RANGING
2017.03.14,09:00,1.06440,1.06458,1.06428,1.06456,773,BELOW,BELOW,BELOW,RANGING
2017.03.14,10:00,1.06457,1.06457,1.06372,1.06425,1569,BELOW,BELOW,BELOW,RANGING
2017.03.14,10:00,1.06425,1.06438,1.06375,1.06422,1118,BELOW,BELOW,BELOW,RANGING
2017.03.14,10:00,1.06421,1.06524,1.06398,1.06444,1537,BELOW,BELOW,BELOW,RANGING
2017.03.14,10:00,1.06443,1.06456,1.06375,1.06378,1259,BELOW,BELOW,BELOW,RANGING
2017.03.14,11:00,1.06379,1.06425,1.06328,1.06389,1855,BELOW,BELOW,BELOW,RANGING
2017.03.14,11:00,1.06389,1.06429,1.06362,1.06411,1846,BELOW,BELOW,BELOW,RANGING
2017.03.14,11:00,1.06410,1.06468,1.06406,1.06412,1500,BELOW,BELOW,BELOW,RANGING
2017.03.14,11:00,1.06415,1.06480,1.06404,1.06472,1157,BELOW,BELOW,BELOW,RANGING
2017.03.14,12:00,1.06473,1.06497,1.06424,1.06426,1042,BELOW,BELOW,BELOW,RANGING
2017.03.14,12:00,1.06427,1.06450,1.06413,1.06429,881,BELOW,BELOW,BELOW,RANGING
2017.03.14,12:00,1.06428,1.06450,1.06376,1.06416,1155,BELOW,BELOW,BELOW,RANGING
2017.03.14,12:00,1.06416,1.06437,1.06375,1.06392,1390,BELOW,BELOW,BELOW,RANGING
2017.03.14,13:00,1.06394,1.06417,1.06353,1.06400,1255,BELOW,BELOW,BELOW,RANGING
2017.03.14,13:00,1.06399,1.06435,1.06379,1.06410,1078,BELOW,BELOW,BELOW,RANGING
2017.03.14,13:00,1.06409,1.06447,1.06394,1.06396,1116,BELOW,BELOW,BELOW,RANGING
2017.03.14,13:00,1.06395,1.06404,1.06365,1.06388,1056,BELOW,BELOW,BELOW,RANGING
2017.03.14,14:00,1.06386,1.06396,1.06301,1.06371,1337,BELOW,BELOW,BELOW,RANGING
2017.03.14,14:00,1.06370,1.06387,1.06346,1.06349,1201,BELOW,BELOW,BELOW,RANGING
2017.03.14,14:00,1.06348,1.06362,1.06319,1.06325,1111,BELOW,BELOW,BELOW,RANGING
2017.03.14,14:00,1.06323,1.06333,1.06287,1.06325,1136,BELOW,BELOW,BELOW,RANGING
2017.03.14,15:00,1.06324,1.06376,1.06314,1.06357,1352,BELOW,BELOW,BELOW,RANGING
2017.03.14,15:00,1.06357,1.06357,1.06264,1.06305,1822,BELOW,BELOW,BELOW,RANGING
2017.03.14,15:00,1.06303,1.06339,1.06257,1.06336,1567,BELOW,BELOW,BELOW,RANGING
2017.03.14,15:00,1.06334,1.06335,1.06264,1.06290,1106,BELOW,BELOW,BELOW,RANGING
2017.03.14,16:00,1.06292,1.06340,1.06285,1.06306,1130,BELOW,BELOW,BELOW,RANGING
2017.03.14,16:00,1.06305,1.06329,1.06272,1.06278,945,BELOW,BELOW,BELOW,RANGING
2017.03.14,16:00,1.06277,1.06351,1.06272,1.06333,1682,BELOW,BELOW,BELOW,RANGING
2017.03.14,16:00,1.06334,1.06360,1.06288,1.06290,1653,BELOW,BELOW,BELOW,RANGING
2017.03.14,17:00,1.06292,1.06355,1.06275,1.06283,1688,BELOW,BELOW,BELOW,RANGING
2017.03.14,17:00,1.06282,1.06417,1.06258,1.06377,2212,ABOVE,BELOW,BELOW,RANGING
2017.03.14,17:00,1.06378,1.06430,1.06361,1.06400,1581,ABOVE,BELOW,BELOW,RANGING
2017.03.14,17:00,1.06400,1.06406,1.06360,1.06374,1102,ABOVE,BELOW,BELOW,RANGING
2017.03.14,18:00,1.06375,1.06413,1.06364,1.06371,1127,ABOVE,BELOW,BELOW,RANGING
2017.03.14,18:00,1.06372,1.06396,1.06333,1.06378,1713,ABOVE,BELOW,BELOW,RANGING
2017.03.14,18:00,1.06380,1.06405,1.06354,1.06375,963,ABOVE,BELOW,BELOW,RANGING
2017.03.14,18:00,1.06376,1.06466,1.06359,1.06452,1488,ABOVE,ABOVE,BELOW,RANGING
2017.03.14,19:00,1.06447,1.06467,1.06410,1.06432,1523,ABOVE,ABOVE,BELOW,RANGING
2017.03.14,19:00,1.06430,1.06457,1.06398,1.06401,1204,ABOVE,BELOW,BELOW,RANGING
2017.03.14,19:00,1.06399,1.06421,1.06369,1.06374,822,ABOVE,BELOW,BELOW,RANGING
2017.03.14,19:00,1.06373,1.06397,1.06364,1.06367,622,ABOVE,BELOW,BELOW,RANGING
2017.03.14,20:00,1.06367,1.06368,1.06280,1.06348,1394,BELOW,BELOW,BELOW,RANGING
2017.03.14,20:00,1.06347,1.06352,1.06303,1.06314,979,BELOW,BELOW,BELOW,RANGING
2017.03.14,20:00,1.06313,1.06352,1.06287,1.06342,794,BELOW,BELOW,BELOW,-10pips
2017.03.14,20:00,1.06344,1.06347,1.06209,1.06213,852,BELOW,BELOW,BELOW,RANGING
2017.03.14,21:00,1.06208,1.06212,1.06151,1.06190,1197,BELOW,BELOW,BELOW,RANGING
2017.03.14,21:00,1.06191,1.06208,1.06165,1.06193,753,BELOW,BELOW,BELOW,RANGING
2017.03.14,21:00,1.06192,1.06211,1.06124,1.06157,635,BELOW,BELOW,BELOW,RANGING
2017.03.14,21:00,1.06156,1.06156,1.06048,1.06109,1414,BELOW,BELOW,BELOW,RANGING
2017.03.14,22:00,1.06110,1.06110,1.06043,1.06080,951,BELOW,BELOW,BELOW,RANGING
2017.03.14,22:00,1.06082,1.06112,1.06071,1.06105,632,BELOW,BELOW,BELOW,RANGING
2017.03.14,22:00,1.06104,1.06125,1.06093,1.06099,712,BELOW,BELOW,BELOW,RANGING
2017.03.14,22:00,1.06101,1.06133,1.06026,1.06062,1420,BELOW,BELOW,BELOW,RANGING
2017.03.14,23:00,1.06060,1.06064,1.06001,1.06024,625,BELOW,BELOW,BELOW,RANGING
2017.03.14,23:00,1.06024,1.06025,1.06006,1.06012,281,BELOW,BELOW,BELOW,RANGING
2017.03.14,23:00,1.06012,1.06036,1.06007,1.06032,285,BELOW,BELOW,BELOW,RANGING
2017.03.14,23:00,1.06032,1.06072,1.06031,1.06041,405,BELOW,BELOW,BELOW,RANGING
2017.03.15,00:00,1.06038,1.06049,1.06033,1.06040,267,BELOW,BELOW,BELOW,RANGING
2017.03.15,00:00,1.06039,1.06071,1.06036,1.06068,253,BELOW,BELOW,BELOW,RANGING
2017.03.15,00:00,1.06068,1.06083,1.06056,1.06063,467,BELOW,BELOW,BELOW,RANGING
2017.03.15,00:00,1.06063,1.06089,1.06063,1.06080,340,BELOW,BELOW,BELOW,RANGING
2017.03.15,01:00,1.06080,1.06080,1.06045,1.06068,345,BELOW,BELOW,BELOW,RANGING
2017.03.15,01:00,1.06067,1.06079,1.06063,1.06067,179,BELOW,BELOW,BELOW,RANGING
2017.03.15,01:00,1.06069,1.06089,1.06063,1.06079,123,BELOW,BELOW,BELOW,RANGING
2017.03.15,01:00,1.06078,1.06094,1.06076,1.06088,223,ABOVE,BELOW,BELOW,RANGING
2017.03.15,02:00,1.06090,1.06102,1.06088,1.06093,231,ABOVE,BELOW,BELOW,RANGING
2017.03.15,02:00,1.06094,1.06127,1.06092,1.06124,360,ABOVE,BELOW,BELOW,RANGING
2017.03.15,02:00,1.06123,1.06127,1.06100,1.06124,282,ABOVE,BELOW,BELOW,RANGING
2017.03.15,02:00,1.06124,1.06127,1.06111,1.06122,565,ABOVE,BELOW,BELOW,RANGING
2017.03.15,03:00,1.06121,1.06139,1.06111,1.06132,683,ABOVE,BELOW,BELOW,RANGING
2017.03.15,03:00,1.06132,1.06148,1.06121,1.06147,696,ABOVE,BELOW,BELOW,RANGING
2017.03.15,03:00,1.06146,1.06148,1.06110,1.06122,894,ABOVE,BELOW,BELOW,RANGING
2017.03.15,03:00,1.06122,1.06150,1.06113,1.06125,770,ABOVE,BELOW,BELOW,RANGING
2017.03.15,04:00,1.06125,1.06178,1.06125,1.06169,750,ABOVE,BELOW,BELOW,RANGING
2017.03.15,04:00,1.06169,1.06189,1.06158,1.06172,571,ABOVE,BELOW,BELOW,RANGING
2017.03.15,04:00,1.06173,1.06176,1.06122,1.06122,610,ABOVE,BELOW,BELOW,RANGING
2017.03.15,04:00,1.06123,1.06147,1.06122,1.06134,379,ABOVE,BELOW,BELOW,RANGING
2017.03.15,05:00,1.06136,1.06142,1.06126,1.06135,448,ABOVE,BELOW,BELOW,RANGING
2017.03.15,05:00,1.06135,1.06175,1.06135,1.06142,522,ABOVE,BELOW,BELOW,RANGING
2017.03.15,05:00,1.06141,1.06172,1.06141,1.06169,391,ABOVE,BELOW,BELOW,RANGING
2017.03.15,05:00,1.06169,1.06173,1.06140,1.06166,444,ABOVE,BELOW,BELOW,RANGING
2017.03.15,06:00,1.06164,1.06167,1.06136,1.06142,513,ABOVE,BELOW,BELOW,RANGING
2017.03.15,06:00,1.06141,1.06142,1.06126,1.06132,370,ABOVE,BELOW,BELOW,RANGING
2017.03.15,06:00,1.06132,1.06138,1.06121,1.06138,391,ABOVE,BELOW,BELOW,RANGING
2017.03.15,06:00,1.06138,1.06161,1.06137,1.06153,247,ABOVE,BELOW,BELOW,RANGING
2017.03.15,07:00,1.06152,1.06166,1.06147,1.06147,350,ABOVE,BELOW,BELOW,RANGING
2017.03.15,07:00,1.06146,1.06158,1.06142,1.06150,273,ABOVE,BELOW,BELOW,RANGING
2017.03.15,07:00,1.06149,1.06172,1.06134,1.06167,580,ABOVE,ABOVE,BELOW,RANGING
2017.03.15,07:00,1.06168,1.06183,1.06146,1.06148,576,ABOVE,ABOVE,BELOW,RANGING
2017.03.15,08:00,1.06149,1.06149,1.06136,1.06139,349,BELOW,ABOVE,BELOW,RANGING
2017.03.15,08:00,1.06140,1.06157,1.06137,1.06153,266,ABOVE,ABOVE,BELOW,RANGING
2017.03.15,08:00,1.06154,1.06170,1.06152,1.06168,467,ABOVE,ABOVE,BELOW,RANGING
2017.03.15,08:00,1.06168,1.06208,1.06157,1.06198,450,ABOVE,ABOVE,BELOW,RANGING
2017.03.15,09:00,1.06198,1.06242,1.06167,1.06231,1477,ABOVE,ABOVE,BELOW,RANGING
2017.03.15,09:00,1.06232,1.06257,1.06210,1.06246,1085,ABOVE,ABOVE,BELOW,RANGING
2017.03.15,09:00,1.06246,1.06298,1.06245,1.06286,859,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,09:00,1.06284,1.06290,1.06236,1.06283,582,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,10:00,1.06279,1.06300,1.06261,1.06280,963,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,10:00,1.06280,1.06304,1.06262,1.06283,1008,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,10:00,1.06283,1.06377,1.06283,1.06364,1141,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,10:00,1.06363,1.06392,1.06345,1.06384,1061,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,11:00,1.06379,1.06383,1.06325,1.06342,1470,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,11:00,1.06341,1.06350,1.06290,1.06296,1209,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,11:00,1.06297,1.06330,1.06269,1.06329,1199,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,11:00,1.06328,1.06362,1.06320,1.06323,959,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,12:00,1.06323,1.06370,1.06305,1.06315,1158,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,12:00,1.06316,1.06353,1.06307,1.06337,996,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,12:00,1.06336,1.06350,1.06276,1.06277,1414,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,12:00,1.06278,1.06320,1.06225,1.06263,1461,BELOW,ABOVE,ABOVE,RANGING
2017.03.15,13:00,1.06264,1.06295,1.06204,1.06211,1127,BELOW,ABOVE,BELOW,RANGING
2017.03.15,13:00,1.06211,1.06235,1.06192,1.06222,1018,BELOW,ABOVE,BELOW,RANGING
2017.03.15,13:00,1.06223,1.06224,1.06179,1.06192,852,BELOW,BELOW,BELOW,RANGING
2017.03.15,13:00,1.06190,1.06250,1.06183,1.06243,918,BELOW,ABOVE,ABOVE,RANGING
2017.03.15,14:00,1.06242,1.06274,1.06236,1.06257,827,BELOW,ABOVE,ABOVE,RANGING
2017.03.15,14:00,1.06257,1.06264,1.06217,1.06239,942,BELOW,ABOVE,ABOVE,RANGING
2017.03.15,14:00,1.06239,1.06245,1.06206,1.06215,805,BELOW,ABOVE,BELOW,RANGING
2017.03.15,14:00,1.06217,1.06241,1.06205,1.06231,841,BELOW,ABOVE,ABOVE,RANGING
2017.03.15,15:00,1.06232,1.06298,1.06227,1.06298,960,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,15:00,1.06298,1.06341,1.06278,1.06292,1071,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,15:00,1.06291,1.06291,1.06214,1.06253,1757,BELOW,ABOVE,ABOVE,RANGING
2017.03.15,15:00,1.06252,1.06282,1.06191,1.06202,1128,BELOW,BELOW,BELOW,RANGING
2017.03.15,16:00,1.06203,1.06254,1.06192,1.06220,1296,BELOW,BELOW,ABOVE,RANGING
2017.03.15,16:00,1.06221,1.06233,1.06073,1.06147,1569,BELOW,BELOW,BELOW,RANGING
2017.03.15,16:00,1.06146,1.06187,1.06132,1.06170,1573,BELOW,BELOW,BELOW,RANGING
2017.03.15,16:00,1.06168,1.06173,1.06119,1.06158,1259,BELOW,BELOW,BELOW,RANGING
2017.03.15,17:00,1.06157,1.06193,1.06123,1.06172,1610,BELOW,BELOW,BELOW,RANGING
2017.03.15,17:00,1.06174,1.06264,1.06157,1.06248,1469,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,17:00,1.06246,1.06266,1.06203,1.06218,1342,BELOW,BELOW,ABOVE,RANGING
2017.03.15,17:00,1.06219,1.06273,1.06205,1.06257,1279,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,18:00,1.06259,1.06294,1.06248,1.06276,1224,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,18:00,1.06278,1.06349,1.06265,1.06327,1223,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,18:00,1.06326,1.06349,1.06308,1.06338,1125,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,18:00,1.06337,1.06372,1.06309,1.06311,1389,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,19:00,1.06309,1.06318,1.06284,1.06316,1020,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,19:00,1.06317,1.06318,1.06270,1.06271,917,ABOVE,ABOVE,ABOVE,+10pips
2017.03.15,19:00,1.06272,1.06390,1.06272,1.06382,1224,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,19:00,1.06379,1.06447,1.06347,1.06424,1181,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,20:00,1.06425,1.06436,1.06336,1.06353,1052,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,20:00,1.06352,1.06370,1.06336,1.06359,621,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,20:00,1.06358,1.06408,1.06346,1.06355,1113,ABOVE,ABOVE,ABOVE,-10pips
2017.03.15,20:00,1.06356,1.06389,1.06199,1.06244,1656,BELOW,BELOW,ABOVE,+10pips
2017.03.15,21:00,1.06249,1.06958,1.06199,1.06656,4810,ABOVE,ABOVE,ABOVE,+10pips
2017.03.15,21:00,1.06655,1.06855,1.06655,1.06825,3667,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,21:00,1.06826,1.06961,1.06678,1.06918,3813,ABOVE,ABOVE,ABOVE,+10pips
2017.03.15,21:00,1.06919,1.07112,1.06919,1.07048,3948,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,22:00,1.07048,1.07185,1.06955,1.07019,3457,ABOVE,ABOVE,ABOVE,-10pips
2017.03.15,22:00,1.07019,1.07019,1.06853,1.06898,2653,ABOVE,ABOVE,ABOVE,+10pips
2017.03.15,22:00,1.06900,1.07069,1.06867,1.07061,2235,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,22:00,1.07062,1.07106,1.07014,1.07082,1858,ABOVE,ABOVE,ABOVE,+10pips
2017.03.15,23:00,1.07085,1.07364,1.07056,1.07349,2673,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,23:00,1.07350,1.07400,1.07265,1.07279,1005,ABOVE,ABOVE,ABOVE,RANGING
2017.03.15,23:00,1.07277,1.07282,1.07233,1.07269,822,ABOVE,ABOVE,ABOVE,RANGING
